time,seconds_elapsed,z,y,x
1717009637503447000,0.058447021484375,-0.06780604273080826,-0.14294247329235077,0.09529497474431992
1717009637543455700,0.098455810546875,-0.10751228034496307,-0.006108652334660292,-0.10445795953273773
1717009637583465000,0.13846484375,-0.16859880089759827,0.22602014243602753,0.02687807008624077
1717009637623443200,0.178443115234375,-1.0824532508850098,-1.0012081861495972,0.2681698501110077
1717009637663448600,0.218448486328125,-1.5729780197143555,-3.0103440284729004,-0.8765916228294373
1717009637703461600,0.258461669921875,-1.665218710899353,0.685390830039978,-2.679865837097168
1717009637743467800,0.2984677734375,0.588874101638794,0.36529740691185,-1.7922786474227905
1717009637783444700,0.33844482421875,0.979216992855072,-1.613295078277588,-0.7397578358650208
1717009637823453000,0.378452880859375,0.3439171314239502,-3.081815242767334,1.2724323272705078
1717009637863463700,0.418463623046875,-0.014049900695681572,-2.0775527954101562,1.2889256477355957
1717009637903441700,0.458441650390625,-0.15577064454555511,-1.4483615159988403,0.15821409225463867
1717009637943449600,0.49844970703125,-0.05497787147760391,-0.665232241153717,0.18448130786418915
1717009637983460600,0.538460693359375,1.2681562900543213,-0.6542366743087769,-0.08857546001672745
1717009638023464700,0.578464599609375,1.9724838733673096,-1.313360333442688,2.2296581268310547
1717009638063444700,0.61844482421875,1.5821410417556763,-0.5412266254425049,3.422677993774414
1717009638103451100,0.658451171875,0.7965682744979858,-0.7043276429176331,1.1618657112121582
1717009638143652000,0.698652099609375,0.4715879559516907,-0.2919935882091522,0.5241223573684692
1717009638183630300,0.73863037109375,0.4715879559516907,-0.2919935882091522,0.5241223573684692
1717009638223634000,0.778634033203125,-0.3988949954509735,0.9456194043159485,-0.08246681094169617
1717009638263645700,0.818645751953125,-0.494189977645874,0.8576548099517822,-0.7715228199958801
1717009638303624400,0.85862451171875,-0.3701843321323395,0.42271876335144043,-1.0299187898635864
1717009638343630000,0.898630126953125,-0.20586158335208893,0.38117989897727966,-0.48685958981513977
1717009638383641600,0.9386416015625,-0.28038713335990906,0.3335324227809906,0.08368854224681854
1717009638423650000,0.978650146484375,-0.2480112910270691,0.2632829248905182,0.09468411654233932
1717009638463625200,1.018625244140625,-0.29138273000717163,0.2590068578720093,0.47219884395599365
1717009638503638800,1.058638671875,-0.46364670991897583,0.3549126982688904,0.45753806829452515
1717009638543647500,1.0986474609375,-0.7348709106445312,0.5161811113357544,0.16920967400074005
1717009638583620600,1.13862060546875,-0.7648032903671265,0.7024950385093689,-0.08368854224681854
1717009638623632000,1.1786318359375,-0.26939156651496887,0.252287358045578,0.7000515460968018
1717009638663642000,1.21864208984375,-0.2583959996700287,-0.09407325088977814,0.9535606503486633
1717009638703645700,1.258645751953125,-0.27977627515792847,0.2742784917354584,0.30604347586631775
1717009638743626800,1.298626708984375,-0.19364428520202637,0.4642575979232788,0.5839871764183044
1717009638783637500,1.338637451171875,-0.4129449129104614,0.10018189996480942,0.9627236127853394
1717009638823643100,1.37864306640625,-0.3341432809829712,0.44287729263305664,0.6548475623130798
1717009638863624200,1.418624267578125,-0.24556782841682434,0.4288274049758911,0.8240572214126587
1717009638903632600,1.458632568359375,-0.20952677726745605,0.152105450630188,0.9150761365890503
1717009638943638300,1.49863818359375,-0.19547687470912933,0.1215621829032898,0.7556403279304504
1717009638983649800,1.53864990234375,-0.17409659922122955,0.22296582162380219,0.5277875661849976
1717009639023627800,1.578627685546875,-0.17776179313659668,0.01466076634824276,0.4178318381309509
1717009639063632600,1.618632568359375,-0.1472185254096985,-0.12767083942890167,0.3225368559360504
1717009639103645000,1.65864501953125,-0.06963863968849182,-0.23457226157188416,0.24007004499435425
1717009639143652600,1.698652587890625,-0.2125810980796814,-0.2626720666885376,0.11239920556545258
1717009639183628300,1.738628173828125,-0.2993239760398865,-0.14782938361167908,-0.05009094998240471
1717009639223639800,1.778639892578125,-0.304210901260376,-0.4001167416572571,0.059864792972803116
1717009639263645700,1.818645751953125,-0.5962044596672058,-0.35246923565864563,-0.3188716471195221
1717009639303623000,1.858622802734375,-0.48685958981513977,-0.18875735998153687,-1.0775662660598755
1717009639343633000,1.8986328125,-0.252287358045578,-0.8362745046615601,-0.8985827565193176
1717009639383640800,1.938640869140625,-0.1966986060142517,-1.663996934890747,0.12950342893600464
1717009639423648300,1.978648193359375,0.07330382615327835,-3.372586965560913,0.8857545852661133
1717009639463627500,2.01862744140625,1.0714576244354248,-5.3585100173950195,0.3891211748123169
1717009639503636000,2.058635986328125,3.676797866821289,-6.1092634201049805,-0.18020524084568024
1717009639543641600,2.0986416015625,4.587597846984863,-5.410433292388916,-1.2046263217926025
1717009639583622700,2.13862255859375,4.226576805114746,-5.106833457946777,-0.8680394887924194
1717009639623633400,2.17863330078125,3.4886515140533447,-2.046398639678955,-2.9828550815582275
1717009639663636700,2.21863671875,3.3817501068115234,-2.8130345344543457,-1.1160508394241333
1717009639703650600,2.258650634765625,2.889392614364624,-2.981022357940674,-1.5076154470443726
1717009639743626200,2.298626220703125,2.105041742324829,-1.5045610666275024,-1.5564846992492676
1717009639783632000,2.3386318359375,0.7348709106445312,-0.4709770977497101,-1.205847978591919
1717009639823644200,2.37864404296875,-1.3194689750671387,-0.5412266254425049,-0.21807889640331268
1717009639863625700,2.418625732421875,-2.436741352081299,1.1355985403060913,0.9077457785606384
1717009639903627000,2.458626953125,-4.0378193855285645,3.0860912799835205,2.185675859451294
1717009639943638500,2.498638427734375,-4.96999979019165,3.3652565479278564,3.241250991821289
1717009639983647200,2.538647216796875,-5.505117416381836,2.8380799293518066,3.9816195964813232
